year,region,variable,Coverage,dlm.geomean,dlm.lower,dlm.upper,fixed.effects,lower.whisker,q.25,median,q.75,upper.whisker
2007,South America,BvB,1,0.844569448,0.844569448,0.844569448,0.860654819,0.102787278,0.389438944,0.775297616,1.539325843,3.210741389
2008,South America,BvB,1,0.807722565,0.807722565,0.807722565,0.803579386,0.076038542,0.360515021,0.869871742,1.573033708,3.170622481
2009,South America,BvB,1,0.776222163,0.776222163,0.776222163,0.756393159,0.061612258,0.35,0.748970516,1.355051303,2.821560615
2010,South America,BvB,1,0.738376107,0.738376107,0.738376107,0.698877852,0.045983782,0.36,0.634336066,1.398841901,2.845840981
2011,South America,BvB,1,0.732586608,0.732586608,0.732586608,0.695035784,0.041475568,0.36,0.657019618,1.595505618,2.802530183
2012,South America,BvB,0.911764706,0.734092597,0.690747082,0.780158113,0.738076869,0.058306234,0.373589011,0.586857991,1.706368274,2.870806158
2013,South America,BvB,0.882352941,0.741145798,0.690706008,0.795269026,0.721853112,0.072431971,0.37,0.570135417,1.550561798,2.991660307
2014,South America,BvB,0.852941176,0.729327748,0.673160955,0.790180951,0.71933864,0.094654402,0.386946387,0.572057206,1.319530211,2.096396818
2015,South America,BvB,0.647058824,0.739934872,0.652308644,0.839332148,0.790216283,0.115972962,0.47,0.818431373,1.494359776,2.41765038
2016,South America,BvB,0.205882353,0.748262795,0.612390803,0.914280894,0.923086663,0.362989324,0.73283724,1.296296296,1.724613673,2.121206742
1970,US Alaska,BvB,0.268292683,1.44697476,1.172588339,1.78556778,1.383061801,0.198128736,0.634068594,1.072237521,2.147210643,2.934768109
1971,US Alaska,BvB,0.268292683,1.439489685,1.174926765,1.763625288,1.354774195,0.135294253,0.637856873,1.072858359,2.428272753,2.845835742
1972,US Alaska,BvB,0.268292683,1.425261958,1.171760443,1.73360661,1.302153633,0.110158621,0.631236708,0.946237421,2.391736176,3.469248842
1973,US Alaska,BvB,0.268292683,1.404843409,1.163311928,1.696522624,1.228742842,0.121006897,0.620426514,0.80956291,2.200121181,4.171881519
1974,US Alaska,BvB,0.268292683,1.385290801,1.155563272,1.660688472,1.159779847,0.153944828,0.564165454,0.721554098,1.991030596,2.056560985
1975,US Alaska,BvB,0.341463415,1.380280339,1.171610044,1.62611598,1.119546747,0.217299611,0.429671458,0.733087932,1.811996976,1.811996976
1976,US Alaska,BvB,0.390243902,1.398583346,1.204058015,1.624535822,1.22691958,0.229688716,0.471687136,0.730313823,2.380763617,5.072129636
1977,US Alaska,BvB,0.634146341,1.408568055,1.26120877,1.573144757,1.206248184,0.187769643,0.579046099,0.835066275,2.345168196,4.852556924
1978,US Alaska,BvB,0.731707317,1.422057596,1.296680875,1.559557053,1.270076569,0.167334992,0.631111832,1.158407593,2.308073394,4.76472784
1979,US Alaska,BvB,0.756097561,1.441539917,1.322134504,1.571729145,1.288386759,0.158017221,0.652804276,1.285755774,2.262988034,4.457326044
1980,US Alaska,BvB,0.756097561,1.465575396,1.346031006,1.595736822,1.316731619,0.166502569,0.694611489,1.211703499,2.235607566,4.127966976
1981,US Alaska,BvB,0.804878049,1.473332898,1.366849074,1.5881123,1.440558794,0.195592632,0.744139479,1.311893617,2.271180775,4.174340949
1982,US Alaska,BvB,0.829268293,1.495121077,1.394950339,1.602485029,1.481367348,0.229189406,0.744329939,1.461340502,2.510969962,4.332741652
1983,US Alaska,BvB,0.829268293,1.486512925,1.387620923,1.592452693,1.459886393,0.231312272,0.764935707,1.552018065,2.334751773,4.10884007
1984,US Alaska,BvB,0.87804878,1.466827908,1.384323303,1.554249724,1.403745684,0.088846799,0.69118482,1.485727106,2.414287551,4.023082127
1985,US Alaska,BvB,0.87804878,1.464612913,1.382510161,1.551591479,1.392670792,0.093429155,0.705361879,1.549211967,2.37648566,3.867636705
1986,US Alaska,BvB,0.87804878,1.470640597,1.388598758,1.557529669,1.395782352,0.025457536,0.76476988,1.55370806,2.559178678,3.750845562
1987,US Alaska,BvB,0.87804878,1.520951474,1.437138234,1.609652664,1.478733013,0.031058193,0.831238169,1.542305076,2.522403619,4.961069016
1988,US Alaska,BvB,0.87804878,1.54630362,1.461725505,1.63577558,1.516313204,0.01043759,0.891954592,1.576805197,2.47311731,4.075679556
1989,US Alaska,BvB,0.87804878,1.566906775,1.481808265,1.656892393,1.545087469,0.03233107,0.907422491,1.641899947,2.414599539,3.957369852
1990,US Alaska,BvB,0.902439024,1.649730735,1.569770677,1.733763752,1.662767393,0.217611635,0.968898833,1.660375492,2.409472834,3.712881538
1991,US Alaska,BvB,0.951219512,1.674483619,1.616915755,1.734101101,1.696637233,0.277232562,1.036364437,1.634132242,2.362629457,3.505107034
1992,US Alaska,BvB,0.951219512,1.718630395,1.65936949,1.780007678,1.766150167,0.443620327,1.057814025,1.511850238,2.389720103,3.460672783
1993,US Alaska,BvB,0.951219512,1.730095435,1.670556549,1.791756296,1.775540061,0.418061542,1.063665432,1.683778234,2.413519273,3.98436042
1994,US Alaska,BvB,0.951219512,1.756302856,1.695796675,1.818967902,1.813562017,0.402525809,1.165700404,1.8275154,2.397064723,3.272538226
1995,US Alaska,BvB,0.951219512,1.756083147,1.695835341,1.818471371,1.802920949,0.395609903,1.171208366,1.651472723,2.370108415,3.187461774
1996,US Alaska,BvB,0.975609756,1.76666157,1.72366734,1.810728225,1.837488631,0.398316127,1.130144812,1.778477253,2.358222241,4.076651936
1997,US Alaska,BvB,0.975609756,1.726401368,1.684748386,1.769084161,1.75783699,0.385486619,1.045584878,1.676135739,2.319486667,3.1751341
1998,US Alaska,BvB,0.975609756,1.693083745,1.652421196,1.734746912,1.693237256,0.370953192,0.998227991,1.600046317,2.318985562,4.122802713
1999,US Alaska,BvB,0.975609756,1.664850918,1.624939957,1.705742152,1.639168357,0.367089665,0.989851314,1.565467014,2.31558169,3.953583199
2000,US Alaska,BvB,0.975609756,1.53964756,1.502102055,1.578131526,1.42009607,0.002291178,1.002866565,1.483351676,2.305038511,3.692062131
2001,US Alaska,BvB,0.975609756,1.667895379,1.627972338,1.70879746,1.635867595,0.386288463,0.976512403,1.588733001,2.272096414,4.192488231
2002,US Alaska,BvB,1,1.698170686,1.698170686,1.698170686,1.687482525,0.342096893,0.970357734,1.855194318,2.240543944,3.950727969
2003,US Alaska,BvB,1,1.704038921,1.704038921,1.704038921,1.692841771,0.146579016,1.038344582,1.745379877,2.359332833,4.097816092
2004,US Alaska,BvB,1,1.706145986,1.706145986,1.706145986,1.691599841,0.14444091,1.008270365,1.791581109,2.302393441,4.114827586
2005,US Alaska,BvB,1,1.673140173,1.673140173,1.673140173,1.628771537,0.031358882,1.036574696,1.698497364,2.225887686,3.595274532
2006,US Alaska,BvB,1,1.680047876,1.680047876,1.680047876,1.635620871,0.081960714,1.016638439,1.77545813,2.184574211,3.896457766
2007,US Alaska,BvB,1,1.712819562,1.712819562,1.712819562,1.687325176,0.04204941,1.142357527,1.807230449,2.148797909,3.022876805
2008,US Alaska,BvB,1,1.728227825,1.728227825,1.728227825,1.70858314,0.081960714,1.170210437,1.816331839,2.129356796,3.12814754
2009,US Alaska,BvB,0.926829268,1.723853939,1.65145888,1.799422582,1.736814114,0.463866894,1.202430529,1.819303278,2.105011178,3.168430297
2010,US Alaska,BvB,0.87804878,1.743181153,1.648038912,1.843816011,1.707623956,0.48401323,1.199247818,1.883157567,2.210586572,3.697920944
2011,US Alaska,BvB,0.87804878,1.773212044,1.675117482,1.877051005,1.754119664,0.514784003,1.225745521,1.851539236,2.242177857,3.230970789
2012,US Alaska,BvB,0.87804878,1.791309376,1.690877477,1.897706562,1.778892053,0.560990278,1.324729362,1.808412765,2.335406162,3.849157088
2013,US Alaska,BvB,0.87804878,1.806585189,1.703898781,1.91546005,1.798981249,0.546736052,1.350133381,1.766681094,2.39878771,3.7151341
2014,US Alaska,BvB,0.87804878,1.822717573,1.717591984,1.934277397,1.821406267,0.577476231,1.374087877,1.790744516,2.402030077,3.470881226
2015,US Alaska,BvB,0.756097561,1.832203803,1.680938707,1.997081014,1.854022812,0.678479679,1.470218969,1.781318102,2.50299218,3.300114943
1970,US East Coast,BvB,0.216216216,0.895178136,0.680115128,1.17824742,0.914617392,0.017653061,0.396887948,0.678136817,1.007239165,1.166960742
1971,US East Coast,BvB,0.243243243,0.891840471,0.686601677,1.158429193,1.045789433,0.017204082,0.436786761,0.875176651,1.115236181,1.115236181
1972,US East Coast,BvB,0.243243243,0.888344776,0.689421571,1.144664563,1.026570609,0.017,0.390275051,0.853926626,1.029407035,1.029407035
1973,US East Coast,BvB,0.324324324,0.876538583,0.695887731,1.104085979,1.085802775,0.017040816,0.399369582,0.710741151,2.207583488,4.055889773
1974,US East Coast,BvB,0.324324324,0.857947237,0.686329919,1.072477596,1.027689225,0.017530612,0.324046801,0.75980765,2.015728603,2.927033243
1975,US East Coast,BvB,0.405405405,0.803983954,0.657990207,0.982370544,0.814995988,0.018367347,0.311041073,0.623104983,1.251693322,1.622256253
1976,US East Coast,BvB,0.405405405,0.859621895,0.704910558,1.048288743,0.956574611,0.018612245,0.319112184,1.079044118,1.677548676,3.16461711
1977,US East Coast,BvB,0.432432432,0.866398206,0.716793029,1.047228168,1.001173362,0.019265306,0.33325438,1.192017343,2.130937463,3.861828061
1978,US East Coast,BvB,0.486486486,0.849892145,0.713626013,1.012178152,0.974905294,0.02022449,0.331674959,1.102158218,2.058823529,3.318455269
1979,US East Coast,BvB,0.486486486,0.86633371,0.729343816,1.029053897,1.019373575,0.020122449,0.258084577,0.862328119,2.716863963,4.764705882
1980,US East Coast,BvB,0.567567568,0.838969479,0.720325492,0.977155181,0.981945864,0.019469388,0.51680402,1.068940092,2.115272657,4.310872894
1981,US East Coast,BvB,0.648648649,0.806028761,0.705473458,0.920916807,0.986051301,0.018591837,0.417432567,1.101918358,2.319198912,5.028586013
1982,US East Coast,BvB,0.810810811,0.787076118,0.715198484,0.866177472,0.886201115,0.016979592,0.396,0.991759812,1.916151675,2.995717067
1983,US East Coast,BvB,0.810810811,0.73247644,0.666546342,0.804927882,0.791079722,0.015040816,0.357119114,0.848541085,1.820363626,3.088235294
1984,US East Coast,BvB,0.837837838,0.681693755,0.625081561,0.743433184,0.683464742,0.012836735,0.271535974,0.756709559,1.703208121,2.871873405
1985,US East Coast,BvB,0.918918919,0.624487861,0.587147407,0.664203032,0.604070435,0.011653061,0.263392959,0.662666754,1.306511821,2.321440187
1986,US East Coast,BvB,0.918918919,0.623391445,0.58627668,0.662855792,0.605144186,0.010734694,0.208194957,0.642561484,1.362429811,2.521604938
1987,US East Coast,BvB,0.918918919,0.599752952,0.563883242,0.637904405,0.571037244,0.010591837,0.222844113,0.628538226,1.206268657,2.568930041
1988,US East Coast,BvB,0.918918919,0.575420268,0.540754381,0.612308466,0.536196767,0.011020408,0.182271468,0.652015597,1.121395853,2.213872832
1989,US East Coast,BvB,0.945945946,0.566258996,0.538234298,0.595742878,0.524484743,0.009857143,0.233483697,0.581589547,1.043208574,2.231213873
1990,US East Coast,BvB,0.945945946,0.596871704,0.567880167,0.627343322,0.571688485,0.009653061,0.271517631,0.595220588,1.042073183,2.077284667
1991,US East Coast,BvB,0.972972973,0.56271748,0.542972257,0.583180739,0.535866257,0.009489796,0.201336519,0.581309171,1.161136413,2.397119342
1992,US East Coast,BvB,0.972972973,0.551279516,0.531836416,0.571433425,0.519952966,0.008979592,0.190666581,0.570667847,1.01966453,1.782095165
1993,US East Coast,BvB,0.972972973,0.526571581,0.507706008,0.54613817,0.484514239,0.008795918,0.179949503,0.540034497,1.031772391,2.279835391
1994,US East Coast,BvB,0.972972973,0.514064204,0.495486699,0.533338245,0.466962538,0.008714286,0.20293745,0.536683255,1.035910892,2.219653179
1995,US East Coast,BvB,0.972972973,0.548081829,0.528786998,0.568080706,0.516678727,0.008959184,0.246589053,0.537366738,1.02370666,1.801909078
1996,US East Coast,BvB,0.972972973,0.572335264,0.552482217,0.592901715,0.552968851,0.009836735,0.252824707,0.583390495,1.01131747,2.114197531
1997,US East Coast,BvB,0.972972973,0.58539081,0.56522202,0.606279281,0.572516047,0.010714286,0.262545567,0.479747117,1.114703029,2.132947977
1998,US East Coast,BvB,0.972972973,0.608574012,0.587803191,0.630078798,0.607903021,0.011653061,0.28275197,0.55890896,1.188891996,2.361323499
1999,US East Coast,BvB,0.972972973,0.6270577,0.60577628,0.649086755,0.636265623,0.012979592,0.302974572,0.568887868,1.303681269,2.069364162
2000,US East Coast,BvB,0.972972973,0.674108184,0.651401241,0.69760666,0.711796309,0.014040816,0.324162069,0.65787956,1.428545927,2.345668187
2001,US East Coast,BvB,0.972972973,0.721162013,0.696852158,0.746319924,0.790122926,0.015346939,0.363042448,0.723428503,1.534231403,3.069265865
2002,US East Coast,BvB,0.972972973,0.722336331,0.697981669,0.7475408,0.790708969,0.016755102,0.401117544,0.682356982,1.5418389,3.03614536
2003,US East Coast,BvB,0.945945946,0.712671598,0.678904202,0.74811852,0.763649114,0.018428571,0.433222185,0.666109253,1.350233209,2.632429248
2004,US East Coast,BvB,0.945945946,0.679223257,0.646988673,0.713063848,0.707046134,0.019877551,0.383657514,0.622,1.330641794,2.392959304
2005,US East Coast,BvB,0.945945946,0.667614134,0.635841129,0.700974837,0.687431914,0.021836735,0.35739184,0.679750496,1.343868445,2.774979568
2006,US East Coast,BvB,0.945945946,0.695733521,0.662609425,0.730513504,0.733401221,0.023877551,0.462074846,0.740103215,1.418346641,2.784482922
2007,US East Coast,BvB,0.972972973,0.713751795,0.68949062,0.73886665,0.778449741,0.026530612,0.337179957,0.777640303,1.526598823,2.713487603
2008,US East Coast,BvB,0.837837838,0.721814551,0.662597263,0.786324174,0.819993208,0.061650629,0.648131052,0.917220124,1.374990351,1.873439326
2009,US East Coast,BvB,0.810810811,0.720649065,0.656336955,0.791262887,0.8670774,0.078805586,0.651863196,1.007915868,1.249561557,2.042725253
2010,US East Coast,BvB,0.783783784,0.733638357,0.662961555,0.811849851,0.873624739,0.162158448,0.743994318,0.99205299,1.160307332,1.739884393
2011,US East Coast,BvB,0.756756757,0.73668225,0.660644663,0.821471462,0.885535072,0.113980862,0.714135636,0.996362279,1.431448134,2.395947401
2012,US East Coast,BvB,0.594594595,0.737331842,0.638469805,0.851501889,0.981264697,0.060970446,0.720746269,0.999651778,1.354427201,2.014800846
2013,US East Coast,BvB,0.486486486,0.751437862,0.635596114,0.888392561,1.045395929,0.042848675,0.66551271,1.04804824,1.494073113,2.279833223
2014,US East Coast,BvB,0.432432432,0.697195028,0.581688521,0.835637783,0.825603757,0.043018037,0.324776616,0.857347859,1.429275454,2.233441488
2015,US East Coast,BvB,0.054054054,0.694676528,0.53828049,0.896513041,0.967981494,0.872614384,0.872614384,0.8746087,0.876603015,0.876603015
2016,US East Coast,BvB,0.027027027,0.693890314,0.525248358,0.916678293,1.089976251,0.839045226,0.839045226,0.839045226,0.839045226,0.839045226
1970,US Southeast and Gulf,BvB,0.540540541,2.255167406,2.028994707,2.506551649,2.569583973,0.32214132,1.831755648,2.259795603,2.869221293,3.648648649
1971,US Southeast and Gulf,BvB,0.540540541,2.207530498,1.991496194,2.446999856,2.504071199,0.292362497,1.796157671,2.242123298,2.856334695,3.595769683
1972,US Southeast and Gulf,BvB,0.567567568,2.157742997,1.957979465,2.377887472,2.490762214,0.258009634,1.719905965,2.188735461,2.793814433,3.560517039
1973,US Southeast and Gulf,BvB,0.567567568,2.102304701,1.912780548,2.310607488,2.41953394,0.228235133,1.660253636,2.168681602,2.773195876,3.513513514
1974,US Southeast and Gulf,BvB,0.621621622,2.042582085,1.874956983,2.225193224,2.438827737,0.207604394,1.630320337,2.154357417,2.712224039,3.454759107
1975,US Southeast and Gulf,BvB,0.675675676,1.968741307,1.82299113,2.126144373,2.337650245,0.198413078,1.546169492,2.131693069,2.704402516,3.3960047
1976,US Southeast and Gulf,BvB,0.72972973,1.887143802,1.762459238,2.020649132,2.245089514,0.205230902,1.407448312,2.115420603,2.658547359,3.372243839
1977,US Southeast and Gulf,BvB,0.756756757,1.770560847,1.662168339,1.886021795,1.977779238,0.173860182,1.234780485,1.756192338,2.48826598,3.260869565
1978,US Southeast and Gulf,BvB,0.783783784,1.716287865,1.618565072,1.819910787,1.90685793,0.111246201,1.21538964,1.708619375,2.416293593,3.202115159
1979,US Southeast and Gulf,BvB,0.783783784,1.657153964,1.564119727,1.7557219,1.842111008,0.075379939,1.113543157,1.639969489,2.331682191,3.160987074
1980,US Southeast and Gulf,BvB,0.783783784,1.596062777,1.507824868,1.689464369,1.774457267,0.050759878,1.122184019,1.616416371,2.289340102,3.131609871
1981,US Southeast and Gulf,BvB,0.864864865,1.484080255,1.420078603,1.550966402,1.56906603,0.035258359,1.059699704,1.515832122,2.164622817,3.066980024
1982,US Southeast and Gulf,BvB,0.864864865,1.442087829,1.380398993,1.506533485,1.527208754,0.027234043,1.088825171,1.378253411,2.123442403,3.276893611
1983,US Southeast and Gulf,BvB,0.864864865,1.360205315,1.302523358,1.420441705,1.42739484,0.019422492,0.999386614,1.245935808,2.164377366,3.673469388
1984,US Southeast and Gulf,BvB,0.945945946,1.27696963,1.242691557,1.31219322,1.312671783,0.025866261,0.87065734,1.21304908,2.169965876,3.230751091
1985,US Southeast and Gulf,BvB,0.945945946,1.205250547,1.17285457,1.238541348,1.227937602,0.03100304,0.705625933,1.342478459,2.050305141,3.37293922
1986,US Southeast and Gulf,BvB,0.972972973,1.152056559,1.130055535,1.17448592,1.154372552,0.037082067,0.652682984,1.216580038,1.948061123,2.881646655
1987,US Southeast and Gulf,BvB,0.972972973,1.063836744,1.04327506,1.084803673,1.047376126,0.045288754,0.617336615,1.055636609,1.80402264,2.847341338
1988,US Southeast and Gulf,BvB,0.972972973,1.05170893,1.031446424,1.072369488,1.039813541,0.063525836,0.611082811,1.069561598,1.729961576,2.830188679
1989,US Southeast and Gulf,BvB,0.972972973,1.043506144,1.023475885,1.063928412,1.036753939,0.08125,0.613139468,1.022013893,1.775742897,3.372243839
1990,US Southeast and Gulf,BvB,0.972972973,0.997492503,0.978232862,1.017131331,0.98330786,0.076875,0.561417869,0.99145189,1.755078907,2.744425386
1991,US Southeast and Gulf,BvB,0.972972973,0.995855626,0.976725581,1.015360351,0.987481349,0.08046875,0.625251166,0.960243776,1.713739867,2.727272727
1992,US Southeast and Gulf,BvB,0.972972973,0.973330307,0.954621656,0.992405609,0.963608782,0.0890625,0.53665443,1.011959004,1.657858067,2.710120069
1993,US Southeast and Gulf,BvB,1,0.921023956,0.921023956,0.921023956,0.898146245,0.085106383,0.530120482,0.945945946,1.511188809,2.675814751
1994,US Southeast and Gulf,BvB,1,0.936180237,0.936180237,0.936180237,0.921466359,0.071428571,0.559183673,0.886792453,1.525719471,2.734053651
1995,US Southeast and Gulf,BvB,1,0.897247868,0.897247868,0.897247868,0.874303594,0.061398176,0.555102041,0.879518072,1.25083612,1.745005875
1996,US Southeast and Gulf,BvB,1,0.884432424,0.884432424,0.884432424,0.860278543,0.057446809,0.55078125,0.813253012,1.307759546,1.662749706
1997,US Southeast and Gulf,BvB,1,0.902255117,0.902255117,0.902255117,0.885078061,0.044680851,0.55078125,0.884874464,1.380547215,2.624356775
1998,US Southeast and Gulf,BvB,1,0.892121252,0.892121252,0.892121252,0.873266566,0.048632219,0.515625,0.82266477,1.374861985,2.607204117
1999,US Southeast and Gulf,BvB,1,0.923245928,0.923245928,0.923245928,0.914441366,0.053191489,0.5234375,0.939086294,1.466230937,2.607204117
2000,US Southeast and Gulf,BvB,1,0.944132329,0.944132329,0.944132329,0.942122427,0.058358663,0.482253086,0.967211529,1.438535501,2.607204117
